PetID,Description,AdoptionSpeed
21d26302c,Choco. Kucing yang datang sendiri. Biar 2-3hari tetap takde tuan yang mencari. Ada tanya neighbor yg terdekat pon tak tahu. Cuba bela tapi tak boleh geng lansung dengan yg dah ada ni. Begaduh siap berdarah2. Sangat manja Choco ni. Male. Age dlm mos. Seremban 2. Help sapa2 boleh tolong jaga. Thanks,2
1aa8ed8dc,"This pet was fostered to me by the owner who was moving away. He is very affectionate, loves hugs and cuddles. He is a one person cat and will not share. Very big for a local cat he is in perfect form, long tail, slightly two toned pale yellow beige colouring. Potty trained, loves playing ropes, follows or runs after you. He might take to sleeping in your bed (he sleeps in mine and wakes me up with kisses). He is a lovely cat and needs an equally loving human to care for him.",3
4e3640544,-playful -energetic dog -friendly and easily attached to owners -good to be guard and sports companion,3
bb675d874,I have 3 yrs old Doberman for adoption. Have been keeping him as own son however i need to vacate my rental house to condo and dog is not allowed. >3 yrs old friendly and playful nature loves walking and attention big bone and active healthy and fully vaccinated,2
7125e101b,"This puppy is currently living in an abandoned carpark and if not adopted, might be caught by the council as people has filed complaints against them. Very cute and will be neutered and vaccinated once it is 3 months old.",3
9699a3d34,"Age : not sure (maybe below 1year) Adoption fee if there is any: FOC location: bandar seri putra, bangi (transportation insyallah boleh deal) Contact:(ayu); (FB Sri rahayu : email: Cat's characteristic or special needs if there is any: sangat manja n really have a beautiful tail. Reason for finding a new home: Taily are stray Outside my house that i always feed.i cannot take them bcoz alrealy hve alot of cats in the house n my husband not allowed me to keep them,so i just feed him for now.hope he will get better home n family.saya rasa kucing ni sesat sbb bulu dia cantik sbbkan terbiar dia comot n kurus.",2
39bf24ec8,"Status: KIV Vaccinated, dewormed, spayed Very observant Beagle's eyes DOB: May Fb page: Adoption Page - PAWS PJ -> For Adoption Folder",3
fa97a865d,Urgent! Owner is leaving the country and can't take her 5-year old ginger cat. This is an indoor cat that has never been outside - perfect for an apartment.,1
9cd08bb2c,"He is super active and playful. He is very friendly to everyone. He quite can get along with other cats. His health is in good condition. Needed new owner FAST cuz my house is loaded with cats now =D So, clearly he need his own biggest space and sure wanted to meet new mates.",3
0ef640aaf,There were abandoned at a wet market at the age of 2 months and have yet to be spayed since there are now only 4 months old. Please help them find a loving home. Please contact : Ms Puspa . Thank you,4
d46569700,"Help needed ! Mosu Mosu is a mama cat. Her AGE is UNKNOWN. She has pointed colour. Like the siamese. But she is most probably mixed breed. Has blue eyes. She suddenly appeared where we live. So it only means one thing. She's either lost or like most pretty cats that end up here...abandoned. Mosu Mosu is special compared to other cats. Why is a cat like her out here on the streets ?!? She definitely must have been a house cat before. She is very affectionate, gentle and slightly cowardly dealing with other cats but very friendly. She gets attached to humans very quickly. She has never scratched or bit us. but once when I was unconsciously jiggling my house keys, she scratched me accidentally while trying to catch the keys.No wounds. so she plays too I guess. She trusts us waaaay too much. She got herself attached here and when she got pregnant she glued herself here. She behaves absolutely like a house cat ! Seems more intelligent than any other cats here. Maybe due to her mixed breed genes ? -Very well behaved and understands when we say ""no"". -When we let she uses the litter box. When we close it she goes outside to do her ""business"" I'm pretty healthy and had no signs of allergies so far despite having so many stray cats around. But lately I've gotten really sick. It seems I am allergic to Mosu Mosu. She's too furry. Only the mama cat(Mosu Mosu) makes me sneeze and have runny nose. But Mosu Mosu is attached to us and hates and refuses to socialise with other outside cats. So I am hiding the fact that she is making me sick from my family. So I need someone to at least help foster her or something because I don't want to send her to places like PAWS or SPCA. Anyone who likes a cuddle cat who is gentle and affectionate that does not cause trouble will love Mosu Mosu !",1
2d725d001,Found at the residence house area. about 2 weeks +. still drink her mom's milk. male & looking very healthy. adopter need to vaccine+deworm him once adopted.,1
1fd2f589f,"This pup has a minor deformation as his tail is rellocated ( not in the middle, rellocated to the side by inch) due to injuries before we rescued him. He is now fully recovered and very healthy&obedient. Rm40 fees will be collected for vaccination as his first vaccination is injected. Any other donations are encouraged for the use of oyr dog shelter(MERCY FOUNDATION).",4
34fcc459a,My female dog just have gave birth 6 cute and adorable puppies.They are mix breed.They are looking for caring owner.So guyz please come forward to give a life to these puppies.,4
eef0fa0ef,both are very cute and hyper. :)they're twins by the way.,2
b3cf90bd1,Very affectionate to the owner and even strangers. Rarely eats. Likes cat biscuits. Tend to sleep most time. Interested please whatsapp 😊,3
b1dd64fa6,"Sunbeam is a male ginger kitten who was born in a litter of 2 kitties in the bushes of a condo parking. His sibling is missing but Sunbeam survived the harsh weather conditions and the complaints from condo residents. He's now older, stronger and healthy enough to be rehomed. He's playful, feisty and affectionate. A little easy to be startled so you need to approach him gently. Seeking sincere adopter who is willing to: 1) Provide a loving, permanent home to Sunbeam. 2) Keep him indoor. 3) Give proper health care - Annual vaccination and deworm. 4) Neuter him when he's older. Please WhatsApp or call me if you are able to fulfill the above and genuinely want to adopt Sunbeam. Thank you.",3
6f0cb510a,Milo is a sweet boy who was abandoned in front of the Shelter by a guy whose dog got pregnant They were born into a home. Milo is a handsome mixed breed who is friendly and playful. Please open your hearts and home to him. Call us at if you wish to adopt.,1
3c0c76a42,LOOKING FOR A FOREVER HOME FOR HER,4
dea0253b6,"WhiteSocks is a cute and playful boy. He loves to eat and get cuddles. He is sure to love anyone that is willing to love and care for him. Adopter should not tie or cage him for long periods of time. Only interested, serious adopters please call the number above. Please remember that a dog is a years commitment, if you cannot commit then please think twice. Donations towards medical fee's is appreciated :)",1
6d1596957,"Puppy for adoption 4 male, 4 female (male- 1 beach, 1 white brown strip, 1 white , 1 brown.. female - 3 browns , 1 beach ) Available for collection after 1 month. Not vaccinated or sterilized Interested pls contact",4
0ea2638e9,"Hello! My name is Freckles and I am an adorable 2 month old puppy! My name is Freckles because I have a lot of brown spots and patches. I was abandoned with my 3 siblings by the side of a main road until I was rescued by a family. All my siblings have now been adopted. They have found happy homes but I am the only one who has not found my forever home yet :( I am a sweet and loving pup who loves hugs and cuddles. I love to play with people and my toys. I am also really smart, as I've learnt to play 'fetch' really well and I've been trained to ""sit down"" at 2 months old! Please adopt me! I'll bring lots of smiles and sunshine into your life. We can make many happy memories together! Call or text my rescuers to give me a forever home!",3
7e87938c3,"2 kittens (siblings) have been coming to our house for food and shelter. I would like to find a home for them before they become too dependant on us. I will be travelling soon for work and if there are no takers I will be forced to send them to SPCA, which is my last resort. They are normal cats - not an exotic breed or anything, just your usual domestic short haired cat, but they are very persistant and are survivors - I think they'll grow up to be good, hardy cats.",2
37d0748c2,Kittens and Mama Cat can be picked up from Serdang. Friendly Healthy 4 male + 1 female kittens. Adopter must commit to 1. De-worming 2. Vaccination 3. Neuter when 4.5 to 6 months 4. Keep indoors to avoid getting run over by car / mating / getting pregnant. Call and / or whatsapp,3
7f7080e6b,"Stray kitten pick up on the roadside, Flu, treatment given and to rehome. Juz give me some time and care to boost up, then i'll be pretty. Will vaccinate Bidor soon. RM50 adoption fee to cover for treatment & vaccination cost. Pls call if interest, office hour tue-fri 9am-6.30pm, sat-sun 10am-4.30pm. Contact thru phone only! Thx",3
056cc22d2,"Mixed Breed Male, 2 months Old Cute & Loving Adoption Fee : RM90 for Vaccination, dewormed & Others",4
533916bd6,FREE FOR ADOPTION!! 1-2 month old Male little Puppy free for adoption. He is very gentle and healthy. Sent it to PAWS for vaccination & neutere. Anyone willing to adopt HIM!!! please email me at Thanks.,2
37884b086,"All the kittens are adopted. Thank you all for your help in adopting the kittens and giving them good home and lots of love and care. You really are great. Unfortunately, our little Dawa and Nyima had no opportunity to live long though they found a very good adopter. Dawa and Nyima left us peacefully on 16th and 20th respectively. Send your good thoughts to them. Thank you so much once again to all.",4
b62619afd,Very healthy adorable siblings born 1st June looking for a good home.,2
1c69743d6,"suspected 2b lost, but posted everywhere trying 2find the owner, nobody claim after few weeks. not neutered. bangi-kjg-putrjya-serdg. adoption fee rm bcoz ears were bleeding full of scabies, got 2 injections & 2 weeks meds+suplement (official vet resit as proof). PLEASE EMAIL ME at . DONT JUST COMMENT COZ I WONT GET THE NOTIFICATION. THANX",2
8ad784999,"A cute domestic short hair kitten looking for new home. She about 3.5 months old now. She has snowy white fur with green-grey marks on her body. She has beautiful, big, round, golden-copper eyes. She also has a short, cute, fluffy bob-tail. She is quite shy compared with other kittens, so we named her Shy Girl. She is a bit slow warmed up when playing with other kittens. However, she is very ""gentleman"" during eating. She always let others eat first and she will eat last. She is feeding on kibbles already. She is healthy, very cute and gentle on movement, so she is very suitable to be an indoor pet. She has her flea treatment done on 19th May. She was de-wormed today, 20th May. She is well toilet (potty) trained & is ready to go anytime. *RM 50 adoption fee would be paid to Cat Charity Club (CCC) for rescuing stray cats. *Another RM neutering / spaying deposit would be fully refundable once the surgery is done. Anyone interested, please call .",1
cdcaefa4b,6 pups finding dor their forever home....pups are in kulim. Interested pls call or whatsapp,2
1bea097f1,"Lovely and cuddly little kitty that has the best feature of all, with blue eyes. Had been adopting it from a friend of mine not long ago. Unfortunately, i am moving to a place who doesn't allow pet keeping. Looking for serious and kind owner to treat this little darling. Kindly whatsapp or call me if u are interested.",2
a080c1037,-Neutered -Litter trained -Great roach catcher -Will respond when you call his name (Billy) -Very healthy and FAT (not obese),2
648897870,ank kucing ini sungguh comel dan sangat manja...hrap2 dapat cari tuan yang baru..saya tinggal di hosatel so x dapat jaga lama2... urgent...bleh MSG je..nnt sy akann bals...thanks..,1
cd9c84ec2,"Mama Mia is a special case we've met. All her 5 pups have found their homes leaving MaMa behind (she is spayed), making her living on the harsh streets, she is very shy and gentle. often being bullied by other dogs and had to starve. We went to feed her today, we found her hiding under a car. Much to our surprise, she recognized us immediately and made her way to us, tail wagging furiously. It was when I touched her, that it made my heart soar. Despite being beaten and chased away by human, her face tells me she was so longing for that human touch. That few seconds, she was loved, she was special. And that few seconds, meant the world to her. Today we received the sad news that two of Mama Mia's buddies was poisoned to death :( It is very dangerous for this sweet girl to stay on the streets... If anyone is able to give this special girl a home and lifetime of love, please contact: SANDY CHA-",1
b0c159af4,rescued puppy for adoption. Pls call- for more info/to view or to adopt!! Come view puppies for adoption at our adoption booth every Saturday from 1.30 to 6.30pm!! View more at www.rescue2rehome.blogspot.com,1
e3a680ce0,no longer available,1
8ff0818d5,"Jackie is a 7 week old female kitten who loves tummy rubs and kisses. She's an absolute darling, very affectionate, playful, curious and smart. She's been litter trained and can feed on her own! We're looking for someone who can love her and care for her with all their heart. She'll only be available for adoption in 2-3 weeks time actually but you can come visit if youre interested in adopting her. She's currently on ProDiet but switching to Taste of The Wild cat food. Would prefer if she wasn't fed Friskies or Whiskas. Hope to hear from you soon! :)",3
fa07f7477,"My cat gave birth to 4 cute babies, giving then away bcoz I can't take care of them all.",2
fb4078a22,"2/5/ Attractive domestic medium hair kitten looking for new home. He is Tiger Tabby, about 2 months old now. He has thick Tabby coat with remarkable black stripes on his front legs while his back legs looks like wearing half white socks. He has beautiful sky-blue eyes too. He has no flea and was de-wormed on 2nd May. He is feeding on wet food (canned fish) now & could eat kibbles in about 2 weeks time. He is healthy, very active and playful. He likes chasing around other kittens when playing with them. He is under toilet training now & would be ready to go soon. *RM 50 administration fee would be paid to Cat Charity Club (CCC) for rescuing stray cats. *Another RM neutering / spaying deposit would be fully refundable once the surgery done. Anyone interested, please call .",3
b66715e26,Pinky was rescued from the DBKL pound in February. Lovely quiet and well-behaved dog. She underwent a surgery last month to remove a stone from her bladder. Fully recovered and looking for a nice home. Only for those willing to keep her indoor and has lots of love to give.,1
65dc47112,- potty-trained - playful and loving. - tamed,3
1d9604897,"Nancy is a very good dog, very alert and barks whenever she sees something unusual in the neighbourhood. She is very friendly towards family, she will be a loyal and affectionate dog for life. I am just helping a friend who is migrating to find her a good home.To view Nancy, please contact Tony at -",2
09c629b05,Hi~! i found the kitty on the street.she has necklace on her neck.im not sure she is abandon by someone or lost.anyone willing to adopt this kitty please contact Mdm  Thank~!,1
9c31047a7,4 kittens found in the area of Sri Manja / Sri Sentosa / Petaling Utama. Likely few days old only. I can't take them home now and I hope they kittens will still be there. The mother cat is still missing. Time is crucial to get them taken care of. Eyes still not opened yet. Reach me immediately.,1
90f1bb168,very friendly with kids...love to play.... price can be nego,1
64070899d,"She always come to me while I get my car key on,a bell attach on it.for the pass 2months I been feeding her which when she come to me at my parking lot,but am getting complain from my apartment management office,the reason I ask for help here is,this cat is pregnant.i couldn't keep her longer here with all the new born,could some one help Tis poor feller.",2
3998bcfec,Coffee is one of four puppies still up for adoption. She's one of the most playful,2
f6f2f9424,This cat belongs to my friend which he can't no longer keep as the owner of the place don't allow him to keep it anymore.,2
2f19ac5ab,"The kitten was rescued near my flat area, lost, alone without mommy.. But he was soon close with me, very adorable & friendly.. He like attention & will be quiet when we hold him with us.",3
a3e7124c8,"SHE WITH ME ALMOST 3 YEARS ALREADY , I GOT SO MANY CATS TO TAKE CARE . SO I HAVE TO GIVE HER AWAY TO SOMEONE WHO CAN GIVE MUCH OF LOVE TO HER.",2
a8cfbf446,- cheerful and smart - friendly,2
ae0bc846b,Cute and adorable puppy. He looks like a Doberman Pinscher mixed. No tying or caging for long hour except for precautionary purposes. Interested to adopt pls call me.,2
553b720c2,"I rescued this cat on the street 1 month ago. At that time she was almost dying, starving and coughing, having runny nose and eye infection. I quickly brought her to vet doctor, let her take medicine several days. Now she is definitely fine and healthy. I'm not sure her breeder, she is just stray cat. My house is nearby East ledang JB, if anyone want to adopt her, plz email me. Thank you.",3
338ccb571,"Cute little white kitten at Damansara Perdana, was without mommy cat. Available immediately. Adopters welcome to call for Q&A",1
6608d48b2,"Hi, this is the rescued puppy.. seems to be a pitbull terrier mix and its been told by the vet. he's very active and playful.. can be a good family dog... need a family who willing to provide long term life to this puppy..easy learner.. can listen to simple commands like sit, stay and shake hand.. Puppy is quite heavy eater so only looking for home who can provide good food and medical attention... pitbull are not fierce, its just the way we raise them up , i assure this guy have a lovely character. --Strictly no caging-- --no long hours caging-- -- puppy need regular walks-- --healthy foods especially no salty foods-- -- not for apartment-- --he need to neutered when turned 6months old",2
326a3c785,Puppy's dad is a german sherpard and mom is a spitz. Giving away because neighbours complain of noise. Urget adopters.. Call me..,3
ca2c00404,"Snowy is a rescued cat... she is vet checked and blood test done. Spayed, vaccinated, dewormed and spot on. She is a friendly cat. She has very thick fur so needs grooming. Gets along well with other cats n dogs. Must be kept indoors. Adoption fees at RM - spaying and blood test.",2
37bbc6060,"These two sisters are almost identical. They were rescued from the grounds of the KL Performing Arts Center. They both have black shiny coat, and the only way to tell them apart is that Zoe has a slightly brown undercoat. They are both vivacious and in need of a loving home. Can be separated. Please give them the love that they deserve.",3
0a1b56e66,Please adopt this cat. I have to to let go them because i am too busy to take care of them. Both are active and healty.,2
1f4378ff6,"These two adorable rescued male kittens need a permanent loving home. They are both very clean, very healthy and very playful. They are litter trained and dog-friendly. They must stay together as they really love each other and play beautifully together. Please get in touch if you can offer them a 'forever' home.",1
eed29a312,"Hi there all! This male dog is looking for a home. He's estimated to be about a month old,playful, inquisitive and very intelligent. He also loves the outdoors so you won""t have a problem if you have to keep him outside. Please help him find a home as my other large dog doesn't get along with him and we don't have the money and space for another dog. He's quiet and lovable, please someone open up your hearts to his fella!",3
0459c7bb7,Grace is a real beauty that is sure to melt a person's heart. She is currently taking shelter at SPCA Seberang Perai. Those interested to adopt her may contact us via email.,4
11b20ee8f,Beautiful puppy looking for a home sweet home. Commitment to spay upon maturity is compulsory. Interested to adopt pls contact Amy ,2
9dca0bf20,"Picked up from a big deep longkang, very smart girl and playful has a very nice soft fur, PLEASE do consider to adopt her as i don't have a shelter i keep all of the rescue pet in shop i currently have total 14 of dogs and cats are under my care, is getting more and more,need to rehome some i can only rescue new,serious adopter for more details please directly contact with me, thanks!",3
86219b4fe,This is a kitten who live at my neighborhood. As a student that depend on scholarship so my financial is tight therefore I cant adopt him because I already have 3 cats. Simon actually had 3 siblings but they all dead. Seeing he all alone I decided to take care of him for awhile. So I looking for anybody who willing to give Simon a good living home. Please contact me at,3
a427984f4,"Jingo is one hyper little dog..He looks like one of Santa's reindeer..He's very lovable and he loves attention..We always call him as ""kuda kecik"" due to the way when he skips and jump..He may be tiny but he's very loud when he's unsure of somebody or something..there was once he alerted us the presence of a baby python and my other dogs (bigger than him) went to hide in the cage when they saw the snake..that was very funny but Jingo was the hero!..He's such a lap dog, if there's any opportunity, he will jump on anybody to cuddle.. He is only meant for serious adopter who is a genuine animal lover looking for a lifetime companion. I would appreciate much if I could send him to his new home if there is any kind-hearted soul out there willing to take him and make him part of your family.",2
1b59f9f38,Love my furkids..,3
f33f3512e,Mask is Patch's brother. Adopter to bear his neutering bill.,3
8cbae6e2a,"My incredibly handsome cat whose name is Tiger recently got neutered, he is friendly and loves to eat. Tiger's bestfriend, Simba is pampered and likes attention. However, she has not been neutered. It all started with a stray cat that keeps coming for food, she soon after gave birth at our house and started her own family generation. Simba's mother on the other hand, was a kitten when I found her at my backyard. My house currently has 11 cats, 5 of which are newborn kittens. We love cats but it's too much for us to handle as we have other responsibilities to attend to. Looking for anyone who is keen to adopt our adorable cats and take good care of them. May God bless your soul and return your kindness. :)",1
5c62b4a8e,Sweet girl,2
caa5d1e6b,Female puppy needs a good home. Free for adoption. Term & Condition applied.,3
a2dc697f6,Lucky Angel is only one the lucky girl meet an angel rescued her in the deep drain.She others siblings is died when the angel found them. Lucky Angel is full body checking at vet & dewormed.Now she is waiting a forever home. Hope you can give Lucky Angel a chance. call/ wechat/ what apps,3
6dcce539c,"Gremlin was rescued while he was walking along a busy street with his sibling. He is a healthy, active kitten. He is litter tray trained. We are looking for someone to adopt him as we have too many cats. It would be great if the person can also adopt his brother - ET. We prefer to give him up to a working Malaysian, no students. We are looking for someone who will vaccinate and neuter him and also take him for regular vet checks. He needs to be kept indoors, as He is very young. He is very good with our cats. Keeping a cat is a commitment for about 15 years and they are children that never grow up and it isn't cheap to keep a pet. Only for serious adopters.",3
67e41958c,I found this little puppy at a busy road and scared that people might run over it so I took it home and now I'm looking for a loving home for this sweet little girl as I do not have the space to keep it nor a forever home for her. She's a sweet little princess just like a little baby. I hope to find her a good home. Your help will be kindly appreciated. Just contact me at this number,1
3a67f200f,playfull and loves to eat.,4
44da8c2a0,This pup has been vaccinated for the first vaccination and we will charge rm40 for the first vaccination fees. And owner will have to follow up with the second & third vaccination. We are rescuers and we are running a shelter(MERCY FOUNDATION) with about 80 dogs and also feeding another 20 to 30 dogs in our tamans nearby. We encourage donation upon adoption and even the smallest amount matters but its up to an individual. For further clarification pls whatsapp or call the number posted in the profile. Thank you,2
91e996718,"Jimmy, Jack and Joe are three adorable little boy kittens. They are very clean, very healthy and very playful. They are used to other cats and our dog. They are litter trained. Jimmy and Jack are bob-tail cats, Joey has a tail. It would be nice if they could stay together but they can be adopted separately. Please get in touch if you can offer Jimmy, Jack and Joe a 'forever' home.",1
1e62e6022,3 month-old male puppy for adoption. a cross between two pure breeds (Labrador & Jack Russel). Had all his shots/ vaccination.Has tan & black fur. Serious pet lovers only. Looking for a good home for him as we can't keep him. Ty ♥,1
20bf4bf39,"Found this little beauty on my night walk last Sunday. She has displayed quite a quiet temperament, does not make much noise. I would definitely keep her had it not been that I live in a high rise building where space is constricted. I also have another young adult dog with me. I would appreciate finding a loving home for this little darling.",1
a14f8bd53,Lowey & Tommy umur 2 bulan / sudah putus susu /dah pandai mkn wet food dan kibbles..kedua-duanya sihat..lincah bermain dan sangat aktif.. lowey : betina / tommy : jantan terpaksa adopt si kecik nih sbb tak ada orang nak jaga dirumah.. mereka perlu lebih penjagaan berbanding kucing besar.. adoption fee: tak perlu jika berminat sila sms / whatsapp- zaty,4
1a1e3aa63,Someone left this cat in front of my Porch last month and since then he has made it his home. Tom is an attention seeker and not scared at all with strangers. In fact he enjoys being pampered.,2
95636a0d9,"We found her wondering, very friendly but skinny with slight skin problem. Took her in, care for her till she is healthy and fluffy now. She is a very active and obedient dog. Ready for a forever home. Loves the outdoor, will follow you off leash and is very submissive. We always enjoy our walks & runs with her. Understands basic command like, Sit, Wait, and Come.We took the time and trained her to wait for her food. Only eats it when we say 'OK' . Super adorable! Fast learner, if you like training your dogs, she is definitely for you. Always focus waiting for instruction. Smaller than a medium size dog. We are just guessing that she have GSD mix from her long nose and big ears, also maybe lil Husky mix because of her fluffy husky-like tail and the rest we will have to continue guessing. Treats and food are her favs. hahah! Extremely affectionate. Love attention. Literally toilet trained. If leave outdoor, she does her business on grass. If indoor, she will do it in the toilet. She is in need of a forever home urgently. Message me now for more details. Vaccinated once. Adopter must agree to spay & continue her vaccination. Also no leashing her up or cage for long hours . She never live in a cage, because we do not practice caging them, So she might not be use to it. Only for landed house adopter. For SERIOUS DOG LOVERS or OWNERS.",1
703c9a23b,Cute and adorable puppy looking for home. Interested to adopt pls contact Amy ,1
2774ef93f,"Five Kittens (two creams and 3 mixed colours) was found abandoned by their mother at my friend's condominium. I am temporary fostering the kittens in my condo. The kittens look healthy and currently only drink milk and water.On condition,I have to view the adopter's/s place first before giving away the kittens for adoption.",2
83defd365,Smart & energetic. A token of RM50 will be appreciated for spaying of the mother dog. Interested please SMS or call,1
b114199dd,I have 4 kittens that need to be adopt urgently. It about 1 1/2 months old. My cat got pregnant before we got the chance to get its muted. The kittens are healthy and are eating kittens biscuits now. They are very playful and love being pat I prefer the kittens to be going to the same home but I do understands and its can be adopt separately. I'm hopping the kittens will get a lovely home soon.,1
714e287c7,"Branda is very obedient and loving . She is very alert and we notice she's good at guarding houses. Interested in adopting her, kindly contact ",3
74fb03e51,"Posting on Behalf Rescuer found Brownie crying in the middle of the night in a drain, alone. She is healthy and a happy girl, ready to go to a new home! Dog is based in Malacca. Serious Adopter please call Melvin at",1
32618b795,"【Update: deworm on /.1st Vaccine on /】 I encounter him on / at the road side. Both of his eye glue with pus and he curl himself at the road side car park.He did not move even car or human pass by so i take him home to prevent he crash by car. I bring him to the vet and the vet said his right eye is blind because of serious inflammation.Eye drop and antibiotic was given and his blind eye is recover now.The vet said that no operation is needed if his blind eye is okay (no pus and blood). He is dewormed & Frontline to protect against fleas/ticks for a month. Now (/) he is very active and playful. He purr while I hug him or pat him :). He able to eat kibbles, and drink from bowl. He learned how to use cat litter as well.",4
41e4574a6,"This lovely kitten needs a home =^.^=... i rescued her yesterday, when she was almost ran-over by a bus!!! She is friendly and very sweet. I will try to get her to a vet for check up & deworming this week... I'm not sure if is a she or a he tho!",1
f47679843,Felix the cat was rescued together with his 4 other siblings. He is a cute and friendly little guy. Please give him a home.,3
9b1241ef0,Previously I have successfully find adopter for 7 kittens through facebook and pet finder. Now left these two poor fellas.. please... looking for kind adopter(s) urgently.,3
f0bfe80e3,"6 innocent happy pups rescued by elderly Aunty (Aunty Mary) looking for responsible owner who will give them a proper home. Please understand that Aunty is in her mid 70s,she feeds a lot of strays ,rescues and nurse those who needs medical attention. She may charge a fee as some of her rescue are vaccinated and dewormed.She speaks only dialect, BM and a bit of English.",4
60b188249,"Playful, obedient puppy. Great with other dogs. Very smart and not noisy. Loves cuddles and kisses. I rescued this dog from being tied on a short leash in a chinese shop. Please help spread the word. :)",1
14e788800,To adopt Solo for life please call or whatsapp Jocelyn at. There is a neutering requirement.,1
5678616cc,"Found Olivia (a.k.a Olly) at a u-turn intersection near Sunway (LDP highway) on 12-Jul-. She was named based on my favorite female TV series character, Olivia Dunham from Fringe as I see Olly as a strong kitten who survived the congested highway. Olivia is very active, playful, mischievous & fun. She's friendly & playful with other cats, always ready to rumble. She loves to run around the house, so she needs some space. A bit demanding for attention. Very manja when she's about to sleep. Love to snuggle between the sheets. Olly is fully vaccinated & neutered, toilet-trained & addicted to tuna. Prefers adopters who have experience with cats & understands the responsibility of being a pet owner. More photos of Olivia at :",1
411bba4e8,"Someone just left 2 puppies at my friend's neighborhood, without the mother dog when thet were about one month old (Nov ). Being treated skin problem at Lian Vet, and is fully recovered... Character: lively, tame, active dog who likes to play. also like human contact such as massage etc..good with other dogs as well. ii. very alert but don't bark much. iii. cute as he is very sensitive to sounds, like to tilt his head to one side. :) training: still training. he already knows ""sit"". very quiet during car ride. Conditions for adoption:- - Annual vaccinations and deworming as well as heartguard protection up to date. - No long hours caging/short leash tying up Panda is very manja, sweet and lovely male dog. not barky type. Please give him a lovely home he deserved. Trial adoption is available. Please call if interested to adopt.",3
939268f8e,"Garfield Boy is available again. The adopter Christine could not keep him because her big cat at home could not get along with him, so she returned him to us yesterday. Anyone interested, please contact / Garfield Boy was adopted by Christine from Damansara Jaya today. Thanks for her kindness of adopting this cute kitten. / Adorable local mix Persian kitten looking for new home. He is Garfield Boy, a golden-orange kitten, about 1.5 months old now. He has long hair but not so thick like his sister. He has a straight and fluffy tail. He has beautiful ocean blue eyes too. He has orange stripes on his back and legs like tiger. He has de-flea and was de-wormed on 19th November . He is feeding on kibbles now. He is healthy, very active and playful. He likes playing with his sister, the Garfield Girl. He is toilet (potty) trained & could be let go at anytime. *RM adoption fee would be paid to Cat Charity Club (CCC) for rescuing stray cats. *Another RM neutering / spaying deposit would be fully refundable once the surgery done. Anyone interested, please call .",2
3b4a987ba,"THE PLIGHT OF OREO Oreo was approximate 3 years old when found on the side of the road in Seri kembangan, Selangor. With broken hind legs. Probably knocked by a vehicle. He was crying but no passer-by cared to rescue him. My friends from the neigbourhood and I decided to check him out after hearing his cry for a couple of days and noticed that he was an abandoned puppy with serious injuries. We quickly raised funds ourselves and sent him to the vet for operations. Now, he is as healthy and lively as any other puppy. Soon after he was healed, we put his up for adoption as my friend's parents strongly against her keeping ""Oreo"" as pet. Finally, a kind lady adopted ""Oreo"" but only for 2 weeks. She surrendered Oreo to us saying the dog is just not right for her and Oreo has lost because she was careless . Finally my friend get to found ""Oreo"" in some where. Now, we have to put Oreo up for adoption again. I really hope that a kind person with love and care for animals will adopt Oreo and give him a comfortable live. He has gone through many hardship. From being abandoned to severe injuries, then adopted to be abandoned again. If you are touched and would love to keep Oreo, a lively and active puppy of 3 years old ,please call at Shirmy or Yeng Tian . Every dog, including Oreo deserves a second chance. * Please note that the photography of Oreo was done FOC by a kind photographer, Andrew 洋葱头, who pitied the plight of Oreo",4
5cba5c76a,"Brothers Charlie B. and Snoopy was found running around beside a busy road, possibly another dumping case. Charlie B. was suffering from some minor injuries, vet suspected that he was hit by a motorcycle, luckily it was just surface scratches. He is currently under treatment and expected to recover soon. Despite being in pain, Charlie is very trusting and loves to be cuddled. The fairer brother Snoopy has been in good spirits since we took him in. Very playful and happy as a puppy should be. Both Charlie Brown and Snoopy will be ready for a true loving home soon, if you are patient with puppies and would love them as your family member, please contact: ",3
ea303d329,"Big Punch is a 3-4 months old German Shephard mix male. Active, playful, well behaved, very intelligent, toilet trained and knows how to whine when asking to go to his toilet spot. He has had his 1st vaccination. Looking for loving adopter commited to spaying him upon adoption. Spaying can be done at SPECIAL RATE of RM only (Normal spaying fee RM or more) at my vet in Taipan, Subang. Address of clinic is Kinik Veterinar Mayo, 11A, USJ 10/1G, Subang Jaya and name of doctor is Dr. Khor (NOTE that this rate is for RESCUED DOGS only, and not applicable to you own existing dogs) If interested, please contact me or Jocelyn at to give this lovely active boy a good life.",2
5ccf203a3,"Found together with sibling Oprah. Serena is a very playful and fun-loving kitten, eats well and is very intelligent. Her tail is slightly bobbed. A very beautiful girl. Dijumpai bersama adik beradik beliau, Oprah. Serena sangat suka bermain dan periang, makan dengan berselera dan sangat cersik. Ekor nya sedikit kontot. Muka sangat cantik. Berminat boleh whatsapp",3
3bc3e9db2,xx,2
63562f208,"We purchased Nico when she was about 3 months old. We've had her for one and a half years. Are making plans to relocate, so we have to give her up. She is a very happy and friendly dog.",1
